"variable","permutation","dropout_loss","label"
"SOX9",4,0.322660098522168,"GLM"
"NOTCH2",4,0.293103448275862,"GLM"
"DNMT3A",4,0.270114942528736,"GLM"
"NRP1",4,0.280788177339901,"GLM"
"CSF2",4,0.285714285714286,"GLM"
"DNMT3B",4,0.284893267651888,"GLM"
"PTGS1",4,0.288998357963875,"GLM"
"CHUK",4,0.288998357963875,"GLM"
"CD40",4,0.429392446633826,"GLM"
"BRCA1",4,0.244663382594417,"GLM"
"CYP3A4",4,0.298029556650246,"GLM"
"CYP27A1",4,0.275862068965517,"GLM"
"Type",4,0.288998357963875,"GLM"
"_baseline_",4,0.586206896551724,"GLM"
"_full_model_",5,0.288998357963875,"GLM"
"IL1B",5,0.289819376026273,"GLM"
"BCHE",5,0.277504105090312,"GLM"
"PTGS2",5,0.288998357963875,"GLM"
"IL6",5,0.276683087027915,"GLM"
"INS",5,0.317733990147783,"GLM"
"XDH",5,0.307060755336617,"GLM"
"EPHX2",5,0.279146141215107,"GLM"
"SLC6A4",5,0.332512315270936,"GLM"
"GSR",5,0.294745484400657,"GLM"
"NQO1",5,0.27504105090312,"GLM"
"ADRB2",5,0.270114942528736,"GLM"
"AKT1",5,0.25615763546798,"GLM"
"AGT",5,0.313628899835796,"GLM"
"NR3C1",5,0.288998357963875,"GLM"
"CCR7",5,0.358784893267652,"GLM"
"HMGCR",5,0.460591133004926,"GLM"
"GHRL",5,0.279967159277504,"GLM"
"CXCR4",5,0.525451559934318,"GLM"
"ARRB2",5,0.256978653530378,"GLM"
"TGFB1",5,0.275862068965517,"GLM"
"C3",5,0.469622331691297,"GLM"
"APOE",5,0.226600985221675,"GLM"
"FOS",5,0.402298850574713,"GLM"
"ESR2",5,0.311986863711002,"GLM"
"CD36",5,0.293924466338259,"GLM"
"ESR1",5,0.322660098522167,"GLM"
"NOS1",5,0.287356321839081,"GLM"
"IGF1",5,0.226600985221675,"GLM"
"FURIN",5,0.261083743842365,"GLM"
"SOX9",5,0.305418719211823,"GLM"
"NOTCH2",5,0.282430213464696,"GLM"
"DNMT3A",5,0.283251231527094,"GLM"
"NRP1",5,0.256978653530378,"GLM"
"CSF2",5,0.297208538587849,"GLM"
"DNMT3B",5,0.311986863711002,"GLM"
"PTGS1",5,0.288998357963875,"GLM"
"CHUK",5,0.288998357963875,"GLM"
"CD40",5,0.342364532019705,"GLM"
"BRCA1",5,0.283251231527094,"GLM"
"CYP3A4",5,0.34072249589491,"GLM"
"CYP27A1",5,0.295566502463054,"GLM"
"Type",5,0.288998357963875,"GLM"
"_baseline_",5,0.543513957307061,"GLM"
"_full_model_",6,0.288998357963875,"GLM"
"IL1B",6,0.287356321839081,"GLM"
"BCHE",6,0.270114942528736,"GLM"
"PTGS2",6,0.295566502463054,"GLM"
"IL6",6,0.317733990147783,"GLM"
"INS",6,0.304597701149425,"GLM"
"XDH",6,0.307060755336617,"GLM"
"EPHX2",6,0.366995073891626,"GLM"
"SLC6A4",6,0.300492610837438,"GLM"
"GSR",6,0.288998357963875,"GLM"
"NQO1",6,0.229064039408867,"GLM"
"ADRB2",6,0.279967159277504,"GLM"
"AKT1",6,0.320197044334975,"GLM"
"AGT",6,0.338259441707718,"GLM"
"NR3C1",6,0.307060755336617,"GLM"
